TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,Target
-0.9018582259714102,53,1,30,2,-0.37299574374482364,0,-1.4369888037675003,-0.2055249897597381,2.3344930871213623,321,1
-0.19260580381264827,735,0,5,2,0.6935217566839261,0,-0.05068146324199964,-0.2055249897597381,2.114449085125246,160,1
-0.8290179338210647,684,1,40,0,-1.4395132441735734,3,-0.036389634989159425,-0.2055249897597381,-1.251221262528898,100,1
0.022461143292291687,1358,1,21,1,-0.9904532439930472,3,-1.2369032082277371,-0.2055249897597381,-1.0903648011998501,210,2
0.47030924939601126,1854,1,6,1,1.6477742570675447,2,-0.4222689978158452,-0.2055249897597381,-0.11399877470932779,288,0
-0.45568578856035097,2359,1,3,1,-1.046585744015613,3,-0.6366464216084484,-0.2055249897597381,-0.925956676833895,250,0
0.726686559373072,1869,1,28,2,-1.4395132441735734,3,-0.207891574023242,-0.2055249897597381,-1.1126679106317565,311,0
1.1256324975073109,2233,1,10,2,-1.046585744015613,3,0.263738758320485,-0.2055249897597381,-1.2451341637402107,61,0
-0.9429292076017223,578,0,34,2,-0.20459824367712628,1,0.7925364036755729,-0.2055249897597381,-0.9706552799963556,8,1
0.43635131037944175,284,0,18,2,1.3671117569547158,2,0.020777678022201432,-0.2055249897597381,-0.3105053103943812,44,1
0.4336839193992884,355,1,29,2,0.35672675654853153,1,2.0645091181783517,-0.2055249897597381,0.017025256848012687,360,1
-0.7260498025230883,1033,1,41,1,1.254846756909584,0,0.3637815560903665,-0.2055249897597381,2.5116707745448674,22,2
-0.4385529311109036,1666,1,36,1,-0.9343207439704815,3,0.32090607133184584,-0.2055249897597381,-1.0774643603858822,155,2
-0.6603909476270023,603,1,29,0,0.9741842567967551,2,-0.4222689978158452,-0.2055249897597381,-0.16416858133615667,258,1
0.06568655609888156,1415,1,23,1,-1.1027182440381789,3,-0.5223117955857266,-0.2055249897597381,-0.9734935309492596,172,2
-0.8111669326461914,2366,0,8,1,0.6935217566839261,2,-0.9653584714237733,-0.2055249897597381,-0.4061256257254437,214,0
-0.017720708011302586,446,0,9,1,1.3109792569321501,2,-0.8367320171482113,-0.2055249897597381,-0.12295748544765306,86,1
0.303597313136418,1054,1,16,1,0.18832925648083418,1,-1.3083623494919383,-0.2055249897597381,0.13167417147001803,46,2
-0.634948141354769,1833,1,18,1,-1.2149832440833104,3,-0.9796502996766135,-0.2055249897597381,-1.0745337251343305,313,0
0.9259885418388996,1864,1,16,0,0.07606425643570264,1,0.463824353860248,-0.2055249897597381,0.0981335385998056,360,0
-0.11542245198948882,885,1,9,1,1.9284367571803733,2,1.5357114728232641,1.4702424921047934,-0.2418637764990144,279,2
0.17747759602351956,2091,1,19,2,0.18832925648083418,1,1.5214196445704238,-0.2055249897597381,0.3936888735879647,106,0
1.038429330848447,984,0,30,1,0.6373892566613604,1,-0.2221834022760822,-0.2055249897597381,0.857322042582814,98,2
-0.9984656557013283,2057,1,5,2,0.3005942565259657,0,0.06365316278072207,-0.2055249897597381,2.276403893115997,308,0
-0.329702860728486,602,0,26,1,-0.1484657436545605,1,0.9497465144568152,-0.2055249897597381,-0.6498815977078461,317,1
0.0023189216601070283,756,1,16,1,0.6373892566613604,2,1.5071278163175836,-0.2055249897597381,-0.5396158048105785,229,1
0.7636880598926369,721,1,0,1,-1.1027182440381789,3,0.12082047579208292,-0.2055249897597381,-0.8124907944806857,346,1
-0.617131337500154,259,0,2,2,0.8619192567516235,1,-1.4798642885260207,-0.2055249897597381,-0.37254906562797924,48,1
-0.37145778876396573,2123,0,16,3,-0.7097907438802183,1,-0.23647523052892241,-0.2055249897597381,-1.0625468623847694,139,0
-0.5614922974397728,1300,1,1,0,-0.036200743609428924,1,1.4356686750533827,-0.2055249897597381,-0.3262260385476269,235,2
-0.5284576860701796,92,1,9,2,-0.541393243812521,1,0.22086327356196442,-0.2055249897597381,0.3226556128498254,183,1
-0.9334907472104099,1222,1,4,0,0.9741842567967551,2,-0.9224829866652526,-0.2055249897597381,0.19208323786365253,351,2
-0.21825379400643186,1976,0,17,2,-1.046585744015613,3,2.2931783702237953,-0.2055249897597381,0.36443384568280623,142,0
3.128261769158191,1849,1,16,1,-1.3833807441510075,3,-1.365529662503299,-0.2055249897597381,-1.1577694119855426,28,0
-0.22440931165293984,2461,1,43,0,-0.42912824376738945,1,-0.9796502996766135,-0.2055249897597381,0.4035047053193009,174,0
-0.7051894371654777,499,1,25,1,-0.036200743609428924,0,-0.7223973911254896,-0.2055249897597381,2.45294258914052,312,1
-0.6068379441023821,2391,1,24,1,-1.4395132441735734,3,-0.6080627651027679,-0.2055249897597381,-0.9636494706822255,27,0
-0.42230920398817395,1298,1,39,2,0.3005942565259657,0,-0.7509810476311701,-0.2055249897597381,1.3885445909606506,246,2
-0.3899585390237482,1125,1,10,0,-0.37299574374482364,1,-0.2507670587817626,-0.2055249897597381,-1.1714807816431971,208,2
0.16294373491370887,2485,0,31,3,0.749654256706492,1,-0.5651872803442474,-0.2055249897597381,0.34245151506564947,113,0
2.1366762709462592,145,1,11,0,1.030316756819321,2,-0.46514448257436586,-0.2055249897597381,-0.10307689762473517,283,1
-0.12937495865490703,2076,1,10,2,0.24446175650339996,0,0.7210772624113719,-0.2055249897597381,0.5284775653152057,195,0
-0.48913076777304476,1204,1,36,2,-0.5975257438350868,0,0.5352834951244491,-0.2055249897597381,-0.9222484737353901,199,2
3.5648931542171627,1825,0,2,2,0.5251242566162289,1,-1.2797786929862578,-0.2055249897597381,0.9076175945050247,30,0
-0.9342088909358358,1977,1,23,1,1.0864492568418866,0,-0.7223973911254896,-0.2055249897597381,1.2195814074252522,341,0
0.9244496624272727,1585,2,42,0,0.18832925648083418,0,-0.06497329149483984,-0.2055249897597381,1.3958506492453862,69,2
-0.985333884722111,1149,0,36,2,0.749654256706492,0,0.8497037166869338,-0.2055249897597381,1.99303815308832,167,2
0.32562038738281346,2166,1,18,2,-1.1588507440607445,3,-0.27935071528744304,-0.2055249897597381,-1.1101145112663502,135,0
1.4335109717934889,1711,0,25,2,0.8619192567516235,2,-1.222611379974897,-0.2055249897597381,-0.2703489352487741,109,0
-0.2526904955066186,1834,1,18,0,0.4689917565936631,1,-0.9224829866652526,4.821777455833855,-0.5613877045252597,98,0
-0.22940212041066307,592,1,15,1,-1.327248244128442,3,0.22086327356196442,-0.2055249897597381,-1.1546642730587668,260,1
1.1846912695935299,430,1,35,0,-0.8781882439479157,1,-0.6795219063669691,-0.2055249897597381,-1.0198165580296121,101,1
0.721351777412765,1160,0,23,1,0.35672675654853153,1,0.1065286475392427,-0.2055249897597381,0.6648855484993024,189,2
1.9180869998547068,719,0,37,1,-0.9904532439930472,3,0.9354546862039751,-0.2055249897597381,-0.8326254391248853,263,1
-0.9314731053151655,1293,1,21,0,0.6935217566839261,1,-0.5937709368499278,-0.2055249897597381,-1.2616786518897334,281,2
-0.5133766678362348,1622,1,5,1,1.4793767569998473,2,0.192279617056284,-0.2055249897597381,-0.7703070972258615,59,2
-0.6248599318785475,1680,1,35,1,-0.42912824376738945,0,0.7925364036755729,-0.2055249897597381,0.6482692058952759,135,0
0.292825157255029,162,1,13,1,-0.8220557439253499,1,-1.365529662503299,-0.2055249897597381,0.9711702932832044,283,1
-0.6812171156643545,1469,0,12,2,-1.3833807441510075,3,0.6782017776528512,-0.2055249897597381,1.0947342927247292,219,2
-0.7335390156596732,1942,2,13,1,0.5812567566387946,0,0.6353262928943306,-0.2055249897597381,-1.0101187729021037,268,0
-0.3473828753020675,377,1,41,1,-0.9904532439930472,1,0.37807338434320675,-0.2055249897597381,1.1038264474499906,129,1
-0.5738375300530474,9,1,19,0,-0.7097907438802183,1,1.650046098845986,-0.2055249897597381,0.7281456969984308,12,1
0.031318249239211525,2265,1,7,2,0.07606425643570264,1,-0.9796502996766135,-0.2055249897597381,1.1036262814695865,264,0
-0.6249967211595809,2052,1,39,2,0.8057867567290578,2,-0.5651872803442474,-0.2055249897597381,0.26359638370865723,181,0
1.5691375439382167,457,1,34,1,-0.9904532439930472,3,-1.4655724602731806,-0.2055249897597381,-1.2053216634840154,316,1
0.704526695845643,2245,1,20,2,-1.271115744105876,3,-1.2083195517220569,-0.2055249897597381,-1.198349215166619,179,0
-0.5290732378348304,1384,1,35,0,1.030316756819321,2,0.39236521259604695,-0.2055249897597381,0.7349539065626751,258,2
2.5561747985557837,2195,1,8,0,0.4689917565936631,2,-0.6652300781141288,-0.2055249897597381,-0.8436756277353776,72,0
-0.1785165078661965,555,2,27,0,-1.1027182440381789,3,0.8639955449397739,-0.2055249897597381,-1.0604810468177825,243,1
-0.14832027407804857,732,0,9,2,0.35672675654853153,1,0.7782445754227327,-0.2055249897597381,0.9576539571449176,33,1
-0.28719559164732206,429,0,9,0,1.8723042571578077,2,2.3217620267294756,-0.2055249897597381,-0.40771925487711946,193,1
0.10299583250077216,267,1,14,2,-0.26073074369969207,1,-0.2221834022760822,-0.2055249897597381,-1.1900500256714188,7,1
-1.0096481794258176,1320,1,36,2,0.13219675645826842,0,-0.17930791751756153,-0.2055249897597381,1.8034861021070367,210,2
0.007995676822997686,1875,0,2,2,1.3109792569321501,0,-1.0368176126879742,-0.2055249897597381,2.163138176743191,354,0
-0.823341178658174,2478,0,28,0,-0.09233324363199472,1,0.03506950627504165,1.4702424921047934,0.1464967189419651,79,0
0.37585625084237095,1236,1,4,2,-1.046585744015613,1,-0.8224401888953712,-0.2055249897597381,0.8286700788493842,360,2
-0.6220899489376189,928,1,14,1,-0.3168632437222578,1,0.6782017776528512,-0.2055249897597381,0.3499141134119828,219,2
-0.8350024648662809,1508,1,15,0,1.3671117569547158,2,0.020777678022201432,-0.2055249897597381,-0.8895008060952386,140,2
-0.8015916829738455,2155,0,11,2,0.07606425643570264,0,0.6496181211471708,-0.2055249897597381,1.5544770562542958,230,0
0.0688327095626524,2485,1,11,2,-0.9904532439930472,3,-0.407977169563005,-0.2055249897597381,-1.275931496186685,308,0
0.11595661687869734,1568,1,32,2,-0.20459824367712628,1,-0.8367320171482113,-0.2055249897597381,-0.24249250297592367,276,2
-1.0009620600801896,2231,1,42,0,0.6373892566613604,2,-1.1225685822050155,-0.2055249897597381,0.1131331559774943,264,0
-0.2845282006671686,1414,0,11,2,1.4232442569772816,0,1.8215480378800684,-0.2055249897597381,1.5484695106116662,332,2
1.029572224901527,1633,1,30,1,0.6935217566839261,0,0.5495753233772893,-0.2055249897597381,-0.9500150879401109,230,2
1.8587546492064206,1452,1,40,2,-1.046585744015613,3,-0.5651872803442474,-0.2055249897597381,-1.0300506853353815,215,2
-0.8877347327047,1661,1,23,2,-1.046585744015613,3,-0.16501608926472133,-0.2055249897597381,-1.2353388618530186,79,2
2.5269018924146125,1265,1,35,1,0.749654256706492,0,0.3494897278375263,-0.2055249897597381,0.10882445493777841,181,2
-0.5916885312279208,1208,1,28,1,-0.6536582438576526,1,-0.207891574023242,-0.2055249897597381,0.3059699820218132,62,2
0.016100441724233312,1795,0,35,1,1.8723042571578077,2,-1.136860410457856,-0.2055249897597381,0.004132514725598781,331,0
-0.3067564588351144,2179,1,21,2,0.13219675645826842,1,2.193135572453914,-0.2055249897597381,1.084867136383033,142,0
-0.9984656557013283,2159,0,20,1,-1.2149832440833104,3,1.9215908356499498,-0.2055249897597381,-1.0263732770030929,269,0
0.28584890392231976,1530,1,0,0,0.6373892566613604,0,-0.6366464216084484,-0.2055249897597381,1.7239534858932934,189,2
-0.9629346399528733,1932,1,25,0,0.3005942565259657,0,0.06365316278072207,-0.2055249897597381,2.382402044661837,335,0
0.6440658336288304,1130,1,28,2,-1.495645744196139,3,-0.73668921937833,-0.2055249897597381,-0.8645159857720259,40,2
0.13216614668116858,101,1,35,1,-1.327248244128442,3,-1.4512806320203404,-0.2055249897597381,-1.056529051820068,214,1
2.3927458050409944,2193,1,39,2,1.3671117569547158,0,-0.02209780673631921,-0.2055249897597381,0.4343456636845812,122,0
-0.21603096818963727,1617,1,6,2,-1.2149832440833104,3,0.006485849769361218,-0.2055249897597381,-1.2455267970094641,144,2
-0.9976791173353855,1997,1,6,2,-0.8220557439253499,0,1.8072562096272282,-0.2055249897597381,0.08346753118945648,200,0
2.5722475390772215,1989,1,11,0,1.9845692572029392,2,-1.4084051472618198,-0.2055249897597381,-0.7903108641136433,251,0
-0.24143957714161224,1210,1,5,0,-1.495645744196139,3,2.4932639657635582,-0.2055249897597381,-1.2255204638911645,310,2
-0.2188693457710826,2002,0,28,2,1.1987142568870182,2,-1.4655724602731806,-0.2055249897597381,-1.0395585694045582,293,0
-0.8614027961057489,316,1,20,0,-1.3833807441510075,3,-0.39368534131016475,-0.2055249897597381,-0.8874940138301655,61,1
2.310535447139854,1606,1,34,1,1.8161717571352418,2,2.521847622269239,-0.2055249897597381,-0.7891894213772788,320,2
0.40270114724519784,1372,1,22,0,1.1987142568870182,0,0.30661424307900564,-0.2055249897597381,1.2821281438403775,240,2
-0.10936952630375595,240,1,30,2,0.5251242566162289,2,-0.39368534131016475,-0.2055249897597381,-0.17228043600354312,354,1
-0.7808681068972684,1344,1,41,2,1.9845692572029392,2,-0.09355694800052027,-0.2055249897597381,0.34265937973760724,161,2
0.12033387387176983,2170,0,0,1,-0.541393243812521,1,2.478972137510718,-0.2055249897597381,-0.5977537571957862,111,0
-0.10205129976846308,1874,1,35,2,-1.3833807441510075,3,0.5781589798829697,-0.2055249897597381,-1.160281751662661,131,0
0.6780921672859166,2065,1,37,1,0.9180517567741894,0,2.0788009464311923,-0.2055249897597381,1.9983630814131625,198,0
0.2685108625513221,308,1,40,0,-0.42912824376738945,1,1.792964381374388,-0.2055249897597381,1.0123505944054918,215,1
-0.7342913567053575,1641,0,39,2,-0.4852607437899552,1,0.7353690906642121,-0.2055249897597381,0.998790632348399,277,2
-0.6992733007607783,1364,0,27,2,-1.3833807441510075,3,-0.6795219063669691,-0.2055249897597381,-1.0175890699399912,340,2
1.7291126081069095,703,0,22,1,1.3109792569321501,0,0.13511230404492314,-0.2055249897597381,1.8094140946036084,137,1
-0.8959078922464524,1749,1,5,1,-1.2149832440833104,3,0.03506950627504165,-0.2055249897597381,-1.156252769749407,316,0
-0.9206325547932598,989,1,42,2,0.9741842567967551,0,-0.29364254354028324,-0.2055249897597381,0.9117877190967687,7,2
-0.5410422999252628,1876,0,21,2,0.4689917565936631,0,0.8211200601812534,-0.2055249897597381,1.2783301226737431,68,0
0.03360946969652292,52,1,11,1,-0.6536582438576526,0,2.3646375114879965,-0.2055249897597381,0.04881828673546948,10,1
-0.8107907621233492,964,0,40,1,0.6373892566613604,2,-0.9510666431709331,-0.2055249897597381,-1.044513960534809,179,2
-0.7621963700361939,1497,1,26,1,1.4232442569772816,0,0.07794499103356227,-0.2055249897597381,0.46294117034661453,76,2
-0.22512745537836584,204,1,22,0,-0.5975257438350868,1,0.6496181211471708,-0.2055249897597381,-1.2843333349026052,351,1
-0.5865931305094224,297,1,3,1,1.7039067570901103,2,2.121676431189713,-0.2055249897597381,0.14169530164279387,139,1
0.7131444205507541,798,0,6,2,0.4689917565936631,2,0.6067426363886502,1.4702424921047934,-0.9771067835185985,166,1
0.02259793257332527,2295,1,15,1,-0.7659232439027841,1,-1.1940277234692167,-0.2055249897597381,-0.2721247667672276,142,0
-0.05434603800802547,890,1,11,0,-1.271115744105876,3,-0.1507242610118811,-0.2055249897597381,-0.9062711225303448,75,2
1.6419436387683035,544,1,15,1,-0.7659232439027841,1,-1.4655724602731806,-0.2055249897597381,0.43832332098747556,172,1
-0.6106338466510621,1571,1,20,1,0.6373892566613604,2,-0.3365180282988039,-0.2055249897597381,0.1023909150291616,71,2
-0.4122551918322108,876,1,6,2,1.7600392571126762,2,-1.093984925699335,-0.2055249897597381,0.057943802457464645,7,2
-0.12605781858984444,970,1,10,1,-1.271115744105876,3,-1.1940277234692167,-0.2055249897597381,-1.0815267032958706,29,2
-0.4386555230716787,560,1,6,2,-1.1588507440607445,3,-1.4369888037675003,-0.2055249897597381,-0.849767858985101,74,1
-0.7677705332383096,905,1,32,1,-1.046585744015613,3,-1.5084479450317014,-0.2055249897597381,-1.1111179073988866,288,2
3.641358362314896,270,1,12,0,-0.8781882439479157,1,-0.19359974577040176,-0.2055249897597381,-0.6897582537269917,281,1
1.6921795022278612,916,1,3,0,-1.4395132441735734,3,0.6353262928943306,-0.2055249897597381,-1.1155754498086463,255,2
-0.20751583544530108,2381,1,31,2,1.4793767569998473,2,-1.0511094409408144,-0.2055249897597381,-1.0097441032464765,87,0
-0.9013452661675344,2189,0,30,2,0.5251242566162289,1,-0.9367748149180928,-0.2055249897597381,-1.1268206719385063,6,0
1.5132591226360268,1310,1,30,2,-0.20459824367712628,0,0.049361334527881856,-0.2055249897597381,2.398602657921947,124,2
0.5327877535080682,723,1,0,0,0.749654256706492,0,-0.536603623838567,-0.2055249897597381,1.7780881186704265,342,1
0.00932937231307458,2116,1,17,1,1.5916417570449788,2,-0.27935071528744304,-0.2055249897597381,0.7103668519697521,97,0
-0.6388466358642241,656,0,41,1,-1.4395132441735734,3,1.1641239382494184,-0.2055249897597381,-0.8122521350425121,269,1
-0.3284717571991844,22,1,19,0,0.8057867567290578,0,2.5647231070277594,-0.2055249897597381,0.5673970173511387,233,1
0.34699371254429984,181,1,32,0,0.8057867567290578,1,-0.1507242610118811,-0.2055249897597381,-0.4894100709564977,118,1
2.5447528935894854,1657,1,17,2,1.8723042571578077,2,-0.8938993301595722,-0.2055249897597381,0.15620476899154528,21,2
1.13746477031671,434,1,23,0,0.9741842567967551,2,-0.9653584714237733,-0.2055249897597381,-0.963326125636958,351,1
-0.9807856411277468,1993,0,30,0,0.8619192567516235,1,1.792964381374388,-0.2055249897597381,-0.9945468861189019,329,0
-0.27987736511202915,28,1,20,0,-0.37299574374482364,0,1.650046098845986,-0.2055249897597381,0.7071949910495083,240,1
3.846542283865165,1259,1,42,1,1.9284367571803733,2,0.6496181211471708,-0.2055249897597381,0.14289116506418012,27,2
-0.24407277080150727,1735,2,21,1,0.24446175650339996,0,0.30661424307900564,-0.2055249897597381,1.2119109444069611,213,0
0.503207071484571,1683,0,19,1,-0.09233324363199472,0,-0.26505888703460284,-0.2055249897597381,1.3371917520650254,326,0
-0.05872329500109797,174,0,41,2,-1.1027182440381789,3,-1.365529662503299,-0.2055249897597381,-1.238018006513807,241,1
0.6524783744123915,1211,1,17,1,0.4128592565710973,1,0.17798778880344376,-0.2055249897597381,0.6079716880711791,63,2
-1.0069123938051476,577,0,20,1,0.3005942565259657,0,0.16369596055060356,-0.2055249897597381,1.6084782450444932,228,1
-0.33633714085861144,1526,2,7,1,1.3671117569547158,2,0.6496181211471708,-0.2055249897597381,0.5510424302599478,163,2
-0.9485717654443546,1338,1,40,1,0.9741842567967551,2,-0.6366464216084484,-0.2055249897597381,-0.6043541020880728,291,2
0.6681065497704703,1380,1,7,1,0.4689917565936631,2,1.664337927098826,-0.2055249897597381,0.5942064275726466,98,2
0.03306231257238898,1073,1,20,0,-1.4395132441735734,3,-1.5084479450317014,-0.2055249897597381,-1.0420195844713165,205,2
-0.9799649054415457,2267,1,1,2,-0.09233324363199472,0,0.5924508081358099,-0.2055249897597381,0.21540514081120352,237,0
0.054982794858009235,2147,1,40,1,0.8057867567290578,1,0.4495325256074078,-0.2055249897597381,0.550221236494189,139,0
-0.536083688487798,954,1,22,1,0.8619192567516235,1,-0.27935071528744304,-0.2055249897597381,0.7724285708169759,349,2
-0.033177896768089424,1558,1,10,0,1.3109792569321501,2,-0.8081483606425309,-0.2055249897597381,-0.8646879232167318,217,2
1.7194689637940468,805,1,28,0,-0.7659232439027841,1,-0.16501608926472133,-0.2055249897597381,1.1657649872323501,26,1
0.6422191783348781,238,1,15,0,0.07606425643570264,1,0.3351978995846861,-0.2055249897597381,0.32180619054836873,322,1
0.7639958357749624,327,1,18,0,0.5251242566162289,0,1.3499177055363412,-0.2055249897597381,1.1098853177029797,68,1
0.024581377148311146,375,1,32,0,1.1425817568644525,0,0.5495753233772893,-0.2055249897597381,2.1591528207487425,112,1
0.4594003042335887,1377,2,12,0,-0.26073074369969207,0,0.3637815560903665,-0.2055249897597381,1.6380540517644013,322,2
1.355780462846196,2320,1,25,0,0.9180517567741894,2,-0.6795219063669691,-0.2055249897597381,-0.9567257807446714,60,0
-0.6185676249510058,552,1,21,0,0.5812567566387946,1,0.7353690906642121,-0.2055249897597381,0.40778774405383694,351,1
-0.7621279753956772,950,1,1,0,-1.1027182440381789,3,1.178415766502259,-0.2055249897597381,-1.2053165310229792,83,2
2.02618472919144,1243,0,19,2,-0.6536582438576526,1,0.5924508081358099,-0.2055249897597381,0.006010995464772277,69,2
0.21724907948401329,41,1,29,0,1.030316756819321,0,0.8639955449397739,-0.2055249897597381,0.7257462714641041,224,1
-0.56829756417119,1968,1,5,1,-0.036200743609428924,0,-1.1082767539521754,-0.2055249897597381,0.19401560944370375,49,0
0.6421165863741028,2251,0,25,2,1.7600392571126762,2,-1.1797358952163763,-0.2055249897597381,-0.5242954086181403,99,0
0.8553710755053487,1256,1,8,0,1.0864492568418866,2,0.16369596055060356,-0.2055249897597381,0.2664397671225972,248,2
0.5456459459252183,1172,1,41,2,-0.9343207439704815,1,-1.494156116778861,-0.2055249897597381,0.8213948153308648,90,2
0.7130076312697208,91,1,6,0,0.749654256706492,1,-0.7938565323896908,-0.2055249897597381,-1.2542237522349537,316,1
0.6458098969620076,2395,1,16,1,0.6935217566839261,2,-0.007805978483478996,-0.2055249897597381,-0.6682327121420382,219,0
-0.4584557715012796,1817,1,36,1,-0.20459824367712628,0,2.464680309257878,-0.2055249897597381,1.276069273587388,277,0
0.97088962333815,61,1,4,0,-1.271115744105876,3,0.8068282319284131,-0.2055249897597381,-1.1900423269798648,196,1
-0.840337246826588,2090,1,23,0,0.18832925648083418,0,-0.49372813908004626,-0.2055249897597381,-1.025626503922356,303,0
1.1370544024736093,2262,1,4,0,-1.327248244128442,3,-0.8224401888953712,-0.2055249897597381,-1.218111756385709,328,0
0.7728529417218825,2060,1,28,0,-0.09233324363199472,0,0.5638671516301295,-0.2055249897597381,2.1507689456464485,29,0
1.3947654079407468,346,1,31,1,-0.26073074369969207,0,0.06365316278072207,3.146009973969325,2.485957144754544,161,1
-0.27440579387068864,2000,0,10,1,0.07606425643570264,1,-1.2083195517220569,-0.2055249897597381,-0.5286708316513239,35,0
-0.7053604237667694,148,1,13,0,0.35672675654853153,0,0.30661424307900564,-0.2055249897597381,2.521391655747038,174,1
-1.0002439163547638,2132,1,38,0,-0.3168632437222578,0,-1.0082339561822937,-0.2055249897597381,2.3162317907553,358,0
-0.8334293881343955,1747,0,25,0,0.6373892566613604,2,0.5924508081358099,-0.2055249897597381,0.41541971361435803,73,0
